;3.01;3.01.01;3.01.01.01;3.01.01.02;3.01.02;3.01.02.01;3.01.02.02;3.01.03;3.01.03.01;3.01.03.02;3.01.03.03;3.01.04;3.01.04.01;3.01.04.02;3.01.04.03;3.01.05;3.01.06;3.01.07;3.01.08;3.01.09;3.01.10;3.01.11;3.01.12;3.01.13;3.01.14;3.01.15;3.01.16;3.01.17;3.02;3.02.01;3.02.01.01;3.02.01.02;3.02.01.03;3.02.02;3.02.02.01;3.02.02.02;3.02.02.03;3.02.03;3.02.03.01;3.02.03.02;3.02.03.03;3.02.04;3.02.04.01;3.02.04.02;3.02.04.03;3.02.05;3.02.06;3.02.07;3.02.08;3.02.09;3.02.10;3.02.11;3.02.12;3.02.13;3.02.14;3.02.15;3.02.16;3.02.17;3.03;3.04;3.04.01;3.04.01.01;3.04.01.02;3.04.01.03;3.04.01.04;3.04.01.05;3.04.01.06;3.04.01.07;3.04.01.08;3.04.01.09;3.04.01.10;3.04.01.11;3.04.01.12;3.04.01.13;3.04.01.14;3.04.01.15;3.04.01.16;3.04.01.17;3.04.01.18;3.04.01.20;3.04.02;3.04.02.01;3.04.02.02;3.04.02.03;3.04.02.04;3.04.02.05;3.04.02.06;3.04.02.07;3.04.02.08;3.04.02.09;3.04.02.10;3.04.02.11;3.04.02.12;3.04.02.13;3.04.02.14;3.04.02.15;3.04.02.16;3.04.02.17;3.04.02.18;3.04.02.19;3.04.02.20;3.04.03;3.04.03.01;3.04.03.02;3.04.03.03;3.04.03.04;3.04.03.05;3.04.03.06;3.04.04;3.04.04.01;3.04.04.02;3.04.04.03;3.04.04.04;3.04.04.05;3.04.04.06;3.04.04.07;3.04.04.08;3.04.04.09;3.04.04.10;3.04.04.11;3.04.04.12;3.04.04.13;3.04.04.14;3.04.04.20;3.04.05;3.04.05.01;3.04.05.02;3.04.05.03;3.04.05.04;3.04.05.05;3.04.05.06;3.04.05.07;3.04.05.08;3.04.05.09;3.04.05.10;3.04.05.11;3.04.05.12;3.04.05.13;3.04.05.14;3.04.05.20;3.04.06;3.04.06.01;3.04.06.02;3.04.06.03;3.04.06.04;3.04.06.05;3.04.06.06;3.04.06.07;3.04.07;3.04.07.01;3.04.08;3.05;3.05.01;3.05.02;3.05.03;3.05.04;3.05.05;3.05.06;3.06;3.06.01;3.06.01.01;3.06.01.02;3.06.01.03;3.06.01.04;3.06.01.05;3.06.01.06;3.06.01.07;3.06.01.08;3.06.01.09;3.06.02;3.06.02.01;3.06.02.02;3.06.02.03;3.06.02.04;3.06.02.05;3.06.02.06;3.06.02.07;3.06.02.08;3.06.02.09;3.06.02.10;3.06.02.11;3.07;3.08;3.08.01;3.08.01.01;3.08.02;3.09;3.09.01;3.09.02;3.10;3.10.01;3.10.01.01;3.10.01.02;3.10.01.03;3.10.01.04;3.10.01.20;3.10.02;3.10.02.01;3.10.02.02;3.10.02.03;3.11;3.11.01;3.11.02;3.12;3.12.01;3.12.02;3.13;3.13.01;3.13.02;3.99;3.99.01;3.99.01.01;3.99.01.02;3.99.01.03;3.99.01.04;3.99.02;3.99.02.01;3.99.02.02;3.99.02.03;3.99.02.04;ano;cvm;empresa_descr
valores;300.631;;;;;;;;;;;;;;;;;;;;;;;;;;;;-283.460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.171;-243.234;-34.237;;;;;;;;;;;;;;;;;;;;-12.877;;-12.877;;;;;;;;;;;;;;;;;;;;;;;;;;3.869;;3.869;;;;;;;;;;;;;;-199.989;-199.989;;;;;;;;;;;;;;;;;;;;;;;;;;-226.063;;;;;;;-20.239;13.754;;;;;;;;;;-33.993;;;;;;;;;;;;-246.302;15.092;;;15.092;-231.210;;;;;;;;;;;;;;-231.210;-230.991;-219;;;;;;;;;-0,32560;;;;;;;;;2012;13765;MINUPAR
valores;706.471;;;;;;;;;;;;;;;;;;;;;;;;;;;;-456.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250.419;-133.557;-103.996;;;;;;;;;;;;;;;;;;;;-23.495;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.349;9.007;3.342;;;;;;;;;;;;;;-18.415;-18.415;0;;;;;;;;;;;;;;;;;;;;;;;;;116.862;;;;;;;-21.690;16.140;16.140;0;;;;;;;;-37.830;-34.195;-3.635;;;;;;;;;;95.172;-30.024;-29.408;;-616;65.148;;;527;;;;;;;;;;;65.675;65.664;11;;;;;;;;;0,41000;;;;;0,41000;;;;2012;13773;PORTOBELLO
valores;554.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;-149.234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404.832;-43.153;-4.468;;;;;;;;;;;;;;;;;;;;-38.827;;;;;;;;;;;;;;;;;;;;;;;;;;;;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;361.679;;;;;;;-81.025;33.006;;;;;;;;;;-114.031;;;;;;;;;;;;280.654;-59.607;-58.736;;-871;221.047;;;;;;;;;;;;;;221.047;221.047;;;;;;;;;;3,85670;;;;;3,83860;;;;2012;13781;SAO CARLOS
valores;1.051.166;1.049.198;;;1.968;;;;;;;;;;;;;;;;;;;;;;;;-875.815;-875.815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175.351;-26.314;24.862;;;;;;;;;;;;;;;;;;;;-68.311;;;;;;;;;;;;;;;;;;;;;-49.842;-49.842;;;;;;;;;;;;;;;;;;;;;;187.383;185.580;1.803;;;;;;;;;;;;;;-120.562;-7.130;;-43.298;-70.134;;;;156;;;149.037;;;;;;;-52.125;-71.475;;;;;;;;;;19.350;;;;;;;;;;;;96.912;;;;;96.912;80.291;16.621;;;;;;;;;;;;;;;;;;;;;;;0,85551;0,94107;;;;46,15300;34,13800;;;2012;1384;ALFA INVEST
valores;5.192.292;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.036.276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.156.016;-611.661;-247.949;;;;;;;;;;;;;;;;;;;;-403.826;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.025;;;;;;;;;;;;;;;;-22.911;;;;;;;;;;;;;;;;;;;;;;;;;;;544.355;;;;;;;-855.339;350.943;;;;;;;;;;-1.206.282;;;;;;;;;;;;-310.984;128.858;-2.280;;131.138;-182.126;;;;;;;;;;;;;;-182.126;-182.126;;;;;;;;;;-0,23647;-0,26011;-0,24000;;;-0,23651;-0,26016;-0,24000;;2012;13986;SUZANO S.A
valores;3.501.921;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.769.743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;732.178;-564.259;-359.959;;;;;;;;;;;;;;;;;;;;-183.811;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.329;;;;;;;;;;;;;;;;-52.818;;;;;;;;;;;;;;;;;;;;;;;;;;;167.919;;;;;;;-35.767;174.632;;;;;;;;;;-210.399;;;;;;;;;;;;132.152;-31.100;-47.650;;16.550;101.052;;;;;;;;;;;;;;101.052;42.562;58.490;;;;;;;;;0,18000;0,18000;;;;0,18000;0,18000;;;2012;14109;RANDON PART
valores;141.649;;;;;;;;;;;;;;;;;;;;;;;;;;;;-122.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.249;-25.118;-11.098;-3.534;-2.542;-1.341;-400;-484;-2.039;-758;;;;;;;;;;;;;-14.683;-8.794;-1.286;-2.235;-926;0;-1.442;;;;;;;;;;;;;;;;;;;;;;1.710;296;942;;0;0;0;472;;;;;;;;;-1.047;0;0;0;-629;-418;;;;;;;;;;;0;0;0;;;;;;;;;-5.869;;;;;;;-4.490;2.352;;;;;;;;;;-6.842;;;;;;;;;;;;-10.359;0;;;0;-10.359;;;;;;;;;;;;;;-10.359;-10.359;0;;;;;;;;;-0,00915;-0,00915;;;;-0,00915;-0,00915;;;2012;14133;TECTOY
valores;1.749.823;;;;;;;;;;;;;;;;;;;;;;;;;;;;-483.977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.265.846;-983.134;337.608;;;;;;;;;;;;;;;;;;;;-601.130;;;;;;;;;;;;;;;;;;;;;-315.181;-18.854;-296.327;;;;;-95.098;;;;;;;;;;;;;;;;105.772;;;;;;;;;;;;;;;;-415.105;-166.382;-248.723;;;;;;;;;282.712;;;;;;;-87.068;-132.390;;;;;;;;;;45.322;;;;;;;;;;;;195.644;0;0;;;195.644;182.029;13.615;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00490;0,00539;;;2012;14206;BRB BANCO
valores;8.532.217;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.578.971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.953.246;-952.727;-65.659;;;;;;;;;;;;;;;;;;;;-544.828;;;;;;;;;;;;;;;;;;;;;0;;;;;;;2.755;;;;;;;;;;;;;;;;-356.035;;;;;;;;;;;;;;;;11.040;;;;;;;;;;;1.000.519;;;;;;;-27.821;648.938;;;;;;;;;;-676.759;;;;;;;;;;;;972.698;-246.178;-458.312;;212.134;726.520;;;;;;;;;;;;;;726.520;700.688;25.832;;;;;;;;;;;;;;;;;;2012;14311;COPEL
valores;12.708.799;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12.048.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660.499;-798.974;-372.937;;;;;;;;;;;;;;;;;;;;-488.447;;;;;;;;;;;;;;;;;;;;;;;;;;;;363.808;;;;;;;;;;;;;;;;-362.566;;;;;;;;;;;;;;;;61.168;;;;;;;;;;;-138.475;;;;;;;-502.631;;;;;;;;;;;;;;;;;;;;;;;-641.106;109.806;-168.316;;278.122;-531.300;;;0;;;;;;;;;;;-531.300;-639.574;108.274;;;;;;;;;-0,62000;-0,68000;;;;-0,62000;-0,68000;;;2012;14320;USIMINAS
valores;8.457.901;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.584.815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.873.086;-1.001.561;-546.130;;;;;;;;;;;;;;;;;;;;-350.587;-350.587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-104.844;;;;;;;;;;;;;;;;;;;;;;;;;;;871.525;;;;;;;-47.464;423.843;;;;;;;;;;-471.307;;;;;;;;;;;;824.061;-207.110;-173.729;;-33.381;616.951;;;;;;;;;;;;;;616.951;606.267;10.684;;;;;;;;;;;;;;;;;;2012;14346;WHIRLPOOL
valores;10.754.435;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.465.398;-4.041.601;;;;-2.423.797;;;;;;;;;;;;;;;;;;;;;;;;;4.289.037;-1.443.777;-697.874;;;;;;;;;;;;;;;;;;;;-726.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.764;79.121;-7.357;;;;;;;;;;;;;;-91.539;-11.225;0;-19.849;;-60.295;-170;;;;;;;;;;;;;;;;;;;;;2.845.260;;;;;;;-301.356;332.045;332.041;4;;;;;;;;-633.401;-582.822;-50.579;;;;;;;;;;2.543.904;-632.004;-594.052;;-37.952;1.911.900;;;;;;;;;;;;;;1.911.900;1.911.900;;;;;;;;;;8,39156;;;;;8,39156;;;;2012;14443;SABESP
valores;1.628.678;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.303.059;-903.550;;;;-361.580;;;;-37.929;;;;;;;;;;;;;;;;;;;;;325.619;-270.137;-110.525;;;;;;;;;;;;;;;;;;;;-174.976;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.696;;;;;;;;;;;;;;;;-61.347;;;;;;;;;;;;;;;;18.015;;;;;;;;;;;55.482;;;;;;;66.541;141.517;;;;;;;;;;-74.976;;;;;;;;;;;;122.023;-47.344;-21.864;;-25.480;74.679;;;;;;;;;;;;;;74.679;55.499;19.180;;;;;;;;;6,04369;6,04369;6,04369;;;6,04369;6,04369;6,04369;;2012;14451;CEB
valores;5.837.953;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.003.320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.834.633;-913.150;-473.317;-473.317;;;;;;;;;;;;;;;;;;;-419.301;-410.644;-8.657;;;;;;;;;;;;;;;;;;;;;;;;;;-28.649;-9.925;-18.724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.117;8.117;;;;;;;;;;921.483;;;;;;;18.155;276.607;;;;;;;;;;-258.452;-258.452;;;;;;;;;;;939.638;-160.919;-193.988;;33.069;778.719;;;;;;;;;;;;;;778.719;660.148;118.571;;;;;;;;;1,60189;;;;;;;;;2012;14460;CYRELA REALT
valores;646.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;-460.696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185.862;-100.988;-76.171;;;;;;;;;;;;;;;;;;;;-32.787;-29.723;-3.064;;;;;;;;;;;;;;;;;;;;;;;;;;15.382;;;;;;;;;;;;;;;;-7.412;-6.078;-1.334;;;;;;;;;;;;;;;;;;;;;;;;;84.874;;;;;;;-21.853;47.164;;;;;;;;;;-69.017;;;;;;;;;;;;63.021;-17.087;-14.076;;-3.011;45.934;;;;;;;;;;;;;;45.934;45.934;;;;;;;;;;0,68078;0,74886;;;;0,68078;0,74886;;;2012;14664;SCHULZ
valores;1.491.316;;;;;;;;;;;;;;;;;;;;;;;;;;;;-812.137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;679.179;-306.049;-243.043;;;;;;;;;;;;;;;;;;;;-60.312;-7.006;-36.018;-17.288;;;;;;;;;;;;;;;;;;;;;;;;;17.204;;;;;;;;;;;;;;;;-19.898;-3.691;-16.207;;;;;;;;;;;;;;;;;;;;;;;;;373.130;;;;;;;37.339;66.723;66.723;;0;;;;;;;-29.384;-29.384;;0;;;;;;;;;410.469;-99.455;-95.911;;-3.544;311.014;;;;;;;;;;;;;;311.014;311.014;0;;;;;;;;;1,89750;;;;;1,88650;;;;2012;14761;CIA HERING
valores;50.924.461;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37.120.732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.803.729;-10.934.522;-8.032.333;;;;;;;;;;;;;;;;;;;;-1.753.859;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.375;11.805;-6.430;;;;;;;;;;;;;;-1.164.524;-798.354;-327.781;-38.389;;;;;;;;;;;;;10.819;;;;;;;;;;;2.869.207;;;;;;;-1.192.873;593.287;;;;;;;;;;-1.786.160;;;;;;;;;;;;1.676.334;-519.898;-326.550;;-193.348;1.156.436;;;;;;;;;;;;;;1.156.436;1.051.181;105.255;;;;;;;;;3,78000;4,15000;;;;;;;;2012;14826;P.ACUCAR-CBD
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.109.277;;;;;;;;;;;;;;;;;;;;;-165.130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.274.407;;;;;;;;;;;1.109.277;;;;;;;42.519;227.069;;;;;;;;;;-184.550;;;;;;;;;;;;1.151.796;-6.777;-6.777;;;1.145.019;;;;;;;;;;;;;;1.145.019;1.145.019;;;;;;;;;;4,15590;4,15590;;;;;;;;2012;15091;LITEL
valores;393.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;-362.297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.887;-46.998;-26.867;;;;;;;;;;;;;;;;;;;;-47.196;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-463;;;;;;;;;;;-16.111;;;;;;;-16.979;6.377;;;;;;;;;;-23.356;;;;;;;;;;;;-33.090;6.440;-2.544;;8.984;-26.650;;;;;;;;;;;;;;-26.650;-25.184;-1.466;;;;;;;;;;;;;;-15,74000;-15,74000;;;2012;1520;BARDELLA
valores;2.919.079;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.009.720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;909.359;-408.112;-94.631;;;;;;;;;;;;;;;;;;;;-286.985;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.652;;;;;;;;;;;;;;;;-50.148;;;;;;;;;;;;;;;;;;;;;;;;;;;501.247;;;;;;;-79.203;231.931;;;;;;;;;;-311.134;;;;;;;;;;;;422.044;-130.979;-132.124;;1.145;291.065;;;;;;;;;;;;;;291.065;290.441;624;;;;;;;;;0,26940;0,26940;;;;;;;;2012;15253;ENERGISA
valores;1.540.684;;;;;;;;;;;;;;;;;;;;;;;;;;;;-891.862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;648.822;-25.760;;;;;;;;;;;;;;;;;;;;;-24.591;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;-3.769;-3.769;;;;;;;;;;;;;;;2.578;;;;;;;;;;;623.062;;;;;;;-165.855;44.581;;;;;;;;;;-210.436;;;;;;;;;;;;457.207;-79.897;-39.168;;-40.729;377.310;;;;;;;;;;;;;;377.310;377.310;;;;;;;;;;0,47700;0,52470;0,47700;;;0,47700;0,52470;0,47700;;2012;15300;ALL NORTE
valores;1.113.378;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.176.409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-63.031;-100.997;-91;;;;;;;;;;;;;;;;;;;;-45.823;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.854;;;;;;;;;;;;;;;;-102.937;;;;;;;;;;;;;;;;;;;;;;;;;;;-164.028;;;;;;;878;;;;;;;;;;;;;;;;;;;;;;;-163.150;;;;;-163.150;;;;;;;;;;;;;;-163.150;-163.150;;;;;;;;;;;;;;;;;;;2012;15369;FER C ATLANT
valores;819.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;-713.458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106.108;-59.830;-27.468;-7.634;-4.670;-1.748;-3.622;0;-505;-3.134;0;-3.259;-198;-1.735;-306;-70;-231;-68;-113;-149;-26;;-91.735;-28.997;-7.068;-7.440;-5.261;-3.686;-18.457;-6.645;;-2.325;-341;-254;-168;-67;-1.620;-813;0;-8.593;;;;0;0;;;;;;188.174;389;1.722;;9.225;175.000;1.741;97;;;;;;;;;-128.801;-103;-860;;-9.838;-5.533;-23.769;-88.698;;;;;;;;;;;;;;;;;;;;46.278;;;;;;;-87.070;5.638;4.169;1.469;;;;;;;;-92.708;-90.578;-2.130;;;;;;;;;;-40.792;6.605;-7.224;;13.829;-34.187;;;28;28;;;;;;;;;;-34.159;-34.153;-6;;;;;;;;;-0,68426;-0,34233;;;;-0,68426;-0,34233;;;2012;15458;BATTISTELLA
valores;11.810.628;16.370.061;;;-4.559.433;;;;;;;;;;;;;;;;;;;;;;;;-8.214.537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.596.091;-1.738.676;-1.057.306;;;;;;;;;;;;;;;;;;;;-582.343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-97.521;0;-97.521;;;;;;;;;;;;;;-1.506;;;;;;;;;;;1.857.415;;;;;;;-28.716;916.765;;;;;;;;;;-945.481;;;;;;;;;;;;1.828.699;-275.949;-285.247;;9.298;1.552.750;;;;;;;;;;;;;;1.552.750;1.276.131;276.619;;;;;;;;;0,22000;;;;;;;;;2012;15539;NEOENERGIA
valores;99.746;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37.783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.963;-48.830;-26.508;;;;;;;;;;;;;;;;;;;;-19.983;-13.857;-4.981;-1.126;-19;;;;;;;;;;;;;;;;;;;;;;;;361;;;;;;;;;;;;;;;;-2.787;;;;;;;;;;;;;;;;87;;;;;;;;;;;13.133;;;;;;;1.019;2.289;;;;;;;;;;-1.270;;;;;;;;;;;;14.152;-5.098;-5.098;;;9.054;;;;;;;;;;;;;;9.054;8.458;596;;;;;;;;;8,63000;;;;;8,63000;;;;2012;1562;BAUMER
valores;3.953.282;4.245.202;;;;;;;;;;-291.920;;;;;;;;;;;;;;;;;-2.941.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.012.257;-840.452;-308.333;;;;;;;;;;;;;;;;;;;;-346.693;-64.011;-282.682;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;-185.426;-87.584;-97.842;;;;;;;;;;;;;;;;;;;;;;;;;171.805;;;;;;;-206.940;80.629;;;;;;;;;;-287.569;;;;;;;;;;;;-35.135;-41.228;-42.753;;1.525;-76.363;;;;;;;;;;;;;;-76.363;-124.504;48.141;;;;;;;;;-0,28800;;;;;-0,28800;;;;2012;16101;GAFISA
valores;28.517.383;;;;;;;;;;;;;;;;;;;;;;;;;;;;-22.063.563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.453.820;-5.064.905;-4.317.304;;;;;;;;;;;;;;;;;;;;-388.930;;;;;;;;;;;;;;;;;;;;;;;;;;;;201.628;;;;;;;;;;;;;;;;-582.737;;;;;;;;;;;;;;;;22.438;;;;;;;;;;;1.388.915;;;;;;;-570.602;985.904;;;;;;;;;;-1.556.506;;;;;;;;;;;;818.313;2.354;-18.967;;21.321;820.667;;;;;;;;;;;;;;820.667;813.227;7.440;;;;;;;;;0,93524;;;;;0,93506;;;;2012;16292;BRF SA
valores;2.714.588;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.141.531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573.057;-566.308;-285.775;;;;;;;;;;;;;;;;;;;;-228.398;-216.879;-4.344;-7.175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-52.135;;;;;;;;;;;;;;;;;;;;;;;;;;;6.749;;;;;;;-128.600;109.300;;;;;;;;;;-237.900;;;;;;;;;;;;-121.851;-83.867;-56.153;;-27.714;-205.718;;;;;;;;;;;;;;-205.718;-205.718;;;;;;;;;;-0,74420;;;;;-0,73970;;;;2012;16306;ROSSI RESID
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.589;;;;;;;;;;;;;;;;;;;;;-1.378;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;;;-270;;0;;;;;;;;;;;;;;;;;;;;;;;;;-1.589;;;;;;;3.058;3.225;;;;;;;;;;-167;;;;;;;;;;;;1.469;-434;-434;;;1.035;;;;;;;;;;;;;;1.035;133;902;;;;;;;;;0,00003;;;;;0,00003;;;;2012;16438;SUL 116 PART
valores;3.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-466;-8.559;-112;;;;;;;;;;;;;;;;;;;;-1.842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.628;-227;1.855;;;;;;;;;;;;;;-8.233;;;;;;;;;;;-9.025;;;;;;;332;1.009;;;;;;;;;;-677;-339;-338;;;;;;;;;;-8.693;285;-956;;1.241;-8.408;;;;;;;;;;;;;;-8.408;-8.408;;;;;;;;;;-4,23000;-4,65000;;;;;;;;2012;16497;ENCORPAR
valores;611.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;-508.637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.441;-111.085;-44.854;;;;;;;;;;;;;;;;;;;;-59.946;-7.975;-51.971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.359;;;;;;;;;;;;;;;;74;;;;;;;;;;;-8.644;;;;;;;-54.129;12.723;;;;;;;;;;-66.852;;;;;;;;;;;;-62.773;17.721;17.721;;;-45.052;;;8.530;8.530;;;;;;;;;;-36.522;-45.052;8.530;;;;;;;;;101,78000;;;;;;;;;2012;16632;GPC PART
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.311;;;;;;;;;;;;;;;;;;;;;-2.384.948;-2.069.350;-315.598;;;;;;;;;;;;;;;;;;;;;;;;;;11.153.647;9.629.669;166.129;63;-66.376;327.455;451.752;636.661;8.294;;;;;;;;-8.759.388;-723.766;-162.140;-5.811.050;-8.302;39.691;575.864;-1.822.745;-64.836;-82.663;-699.441;;;;;;;;;;;;;;;;;9.311;;;;;;;945.609;1.325.244;;;;;;;;;;-379.635;;;;;;;;;;;;954.920;-274.922;-405.553;;130.631;679.998;;;;;;;;;;;;;;679.998;682.580;-2.582;;;;;;;;;2,09434;;;;;2,09434;;;;2012;16659;PORTO SEGURO
valores;35.460;49.918;;;-14.458;;;;;;;;;;;;;;;;;;;;;;;;-23.873;-23.873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.587;-10.327;-4.334;-4.334;;;;;;;;;;;;;;;;;;;-6.667;-5.310;-1.072;-200;-85;;;;;;;;;;;;;;;;;;;;;;;;674;162;0;512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.260;;;;;;;14.863;15.173;15.173;;;;;;;;;-310;-310;;;;;;;;;;;16.123;-5.496;-5.573;;77;10.627;;;;;;;;;;;;;;10.627;10.496;131;;;;;;;;;23,08090;;;;;;;;;2012;1694;BIC MONARK
valores;174.509;;;;;;;;;;;;;;;;;;;;;;;;;;;;-192.196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-17.687;-113.557;;;;;;;;;;;;;;;;;;;;;-41.059;-1.471;-39.588;;;;;;;;;;;;;;;;;;;-105.366;-105.366;;;;;;32.868;24.620;8.248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-131.244;;;;;;;18.684;40.215;36.118;4.097;;;;;;;;-21.531;-1.730;-19.801;;;;;;;;;;-112.560;-12.693;-3.774;;-8.919;-125.253;;;;;;;;;;;;;;-125.253;-125.253;;;;;;;;;;-3,19756;-3,51731;;;;;;;;2012;16993;EMAE
valores;4.912.499;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.130.934;-663.591;;;;-53.470;;;;-329.949;;;;-1.057.783;;;;-26.141;;;;;;;;;;;;;2.781.565;-234.327;-18.597;;;;;;;;;;;;;;;;;;;;-170.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;-45.713;-29.009;-16.704;;;;;;;;;;;;;;;;;;;;;;;;;2.547.238;;;;;;;-447.238;88.185;;;;;;;;;;-535.423;;;;;;;;;;;;2.100.000;-600.077;-580.551;;-19.526;1.499.923;;;;;;;;;;;;;;1.499.923;1.499.497;426;;;;;;;;;2,29788;;;;;2,29788;;;;2012;17329;ENGIE BRASIL
valores;3.568.578;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.178.231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.390.347;-191.618;-20.965;;;;;;;;;;;;;;;;;;;;-164.390;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-9.633;;0;-1.187;-8.446;;;;;;;;;;;;3.370;;;;;;;;;;;1.198.729;;;;;;;-968.660;149.092;;;;;;;;;;-1.117.752;;;;;;;;;;;;230.069;13.298;-59.714;;73.012;243.367;;;;;;;;;;;;;;243.367;237.315;6.052;;;;;;;;;0,34740;;;;;0,34640;;;;2012;17450;RUMO S.A
